"","wkt_geom","id","left","top","right","bottom","x","y","area","Nhat"
"155","Point (3458496.6306985723786056 -1558579.18346785078756511)","1205",3458271.6112541,-1558409.30706091,3458671.6112541,-1558809.30706091,3458496.631,-1558579.183,160000,25.9392361703109
"156","Point (3458471.61125410441309214 -1558209.30706091457977891)","1204",3458271.6112541,-1558009.30706091,3458671.6112541,-1558409.30706091,3458471.611,-1558209.307,160000,20.6095085280998
"157","Point (3458477.57215132284909487 -1557814.6017756040673703)","1203",3458271.6112541,-1557609.30706091,3458671.6112541,-1558009.30706091,3458477.572,-1557814.602,160000,16.1749444345995
"158","Point (3458528.1607915386557579 -1557414.78456545644439757)","1202",3458271.6112541,-1557209.30706091,3458671.6112541,-1557609.30706091,3458528.161,-1557414.785,160000,12.7658323300131
"159","Point (3458494.20685896370559931 -1556991.33703980268910527)","1201",3458271.6112541,-1556809.30706091,3458671.6112541,-1557209.30706091,3458494.207,-1556991.337,160000,10.6192079769775
"160","Point (3459271.61125410441309214 -1551809.30706091457977891)","1394",3459071.6112541,-1551609.30706091,3459471.6112541,-1552009.30706091,3459271.611,-1551809.307,160000,4.7396248486653
"161","Point (3459271.61125410441309214 -1551409.30706091457977891)","1393",3459071.6112541,-1551209.30706091,3459471.6112541,-1551609.30706091,3459271.611,-1551409.307,160000,3.87920348977134
"162","Point (3459271.61125410441309214 -1551009.30706091457977891)","1392",3459071.6112541,-1550809.30706091,3459471.6112541,-1551209.30706091,3459271.611,-1551009.307,160000,3.11384198451678
"163","Point (3459271.61125410441309214 -1550609.30706091457977891)","1391",3459071.6112541,-1550409.30706091,3459471.6112541,-1550809.30706091,3459271.611,-1550609.307,160000,2.48301852246293
"164","Point (3459271.61125410441309214 -1550209.30706091457977891)","1390",3459071.6112541,-1550009.30706091,3459471.6112541,-1550409.30706091,3459271.611,-1550209.307,160000,1.99971659055417
"165","Point (3459271.61125410441309214 -1549809.30706091457977891)","1389",3459071.6112541,-1549609.30706091,3459471.6112541,-1550009.30706091,3459271.611,-1549809.307,160000,1.65678764529955
"166","Point (3459271.61125410441309214 -1549409.30706091457977891)","1388",3459071.6112541,-1549209.30706091,3459471.6112541,-1549609.30706091,3459271.611,-1549409.307,160000,1.43908542353494
"167","Point (3459271.61125410441309214 -1549009.30706091457977891)","1387",3459071.6112541,-1548809.30706091,3459471.6112541,-1549209.30706091,3459271.611,-1549009.307,160000,1.33295376300629
"168","Point (3459271.61125410441309214 -1555009.30706091457977891)","1402",3459071.6112541,-1554809.30706091,3459471.6112541,-1555209.30706091,3459271.611,-1555009.307,160000,7.77567540849545
"169","Point (3459271.61125410441309214 -1554609.30706091457977891)","1401",3459071.6112541,-1554409.30706091,3459471.6112541,-1554809.30706091,3459271.611,-1554609.307,160000,7.97028958138469
"170","Point (3459271.61125410441309214 -1554209.30706091457977891)","1400",3459071.6112541,-1554009.30706091,3459471.6112541,-1554409.30706091,3459271.611,-1554209.307,160000,8.06787121383474
"171","Point (3459271.61125410441309214 -1553809.30706091457977891)","1399",3459071.6112541,-1553609.30706091,3459471.6112541,-1554009.30706091,3459271.611,-1553809.307,160000,7.99555032178655
"172","Point (3459271.61125410441309214 -1553409.30706091457977891)","1398",3459071.6112541,-1553209.30706091,3459471.6112541,-1553609.30706091,3459271.611,-1553409.307,160000,7.70595883412039
"173","Point (3459271.61125410441309214 -1553009.30706091457977891)","1397",3459071.6112541,-1552809.30706091,3459471.6112541,-1553209.30706091,3459271.611,-1553009.307,160000,7.18900519749276
"174","Point (3459271.61125410441309214 -1552609.30706091457977891)","1396",3459071.6112541,-1552409.30706091,3459471.6112541,-1552809.30706091,3459271.611,-1552609.307,160000,6.47587059085575
"175","Point (3459271.61125410441309214 -1552209.30706091457977891)","1395",3459071.6112541,-1552009.30706091,3459471.6112541,-1552409.30706091,3459271.611,-1552209.307,160000,5.63187047491467
"176","Point (3458871.61125410441309214 -1558609.30706091457977891)","1308",3458671.6112541,-1558409.30706091,3459071.6112541,-1558809.30706091,3458871.611,-1558609.307,160000,22.5817797859819
"177","Point (3458871.61125410441309214 -1558209.30706091457977891)","1307",3458671.6112541,-1558009.30706091,3459071.6112541,-1558409.30706091,3458871.611,-1558209.307,160000,17.5621136721528
"178","Point (3458871.61125410441309214 -1557809.30706091457977891)","1306",3458671.6112541,-1557609.30706091,3459071.6112541,-1558009.30706091,3458871.611,-1557809.307,160000,13.9373777883518
"179","Point (3458871.61125410441309214 -1557409.30706091457977891)","1305",3458671.6112541,-1557209.30706091,3459071.6112541,-1557609.30706091,3458871.611,-1557409.307,160000,11.3668847544649
"180","Point (3458871.61125410441309214 -1557009.30706091457977891)","1304",3458671.6112541,-1556809.30706091,3459071.6112541,-1557209.30706091,3458871.611,-1557009.307,160000,9.60035342066203
"181","Point (3458871.61125410441309214 -1556609.30706091457977891)","1303",3458671.6112541,-1556409.30706091,3459071.6112541,-1556809.30706091,3458871.611,-1556609.307,160000,8.47217504590367
"182","Point (3458871.61125410441309214 -1556209.30706091457977891)","1302",3458671.6112541,-1556009.30706091,3459071.6112541,-1556409.30706091,3458871.611,-1556209.307,160000,7.88258916861799
"183","Point (3458871.61125410441309214 -1555809.30706091457977891)","1301",3458671.6112541,-1555609.30706091,3459071.6112541,-1556009.30706091,3458871.611,-1555809.307,160000,7.68254314775477
"184","Point (3459330.50737538281828165 -1548752.04027383076027036)","1386",3459071.6112541,-1548409.30706091,3459471.6112541,-1548809.30706091,3459330.507,-1548752.04,160000,1.34549267476117
"185","Point (3459461.6699089240282774 -1546823.34190117078833282)","1382",3459071.6112541,-1546809.30706091,3459471.6112541,-1547209.30706091,3459461.67,-1546823.342,160000,2.4417064929435
"186","Point (3459376.78015304356813431 -1546558.50239731813780963)","1381",3459071.6112541,-1546409.30706091,3459471.6112541,-1546809.30706091,3459376.78,-1546558.502,160000,2.58870913340352
"187","Point (3459324.95768238510936499 -1546204.77465122542344034)","1380",3459071.6112541,-1546009.30706091,3459471.6112541,-1546409.30706091,3459324.958,-1546204.775,160000,2.89361483822036
"188","Point (3459344.84713747864589095 -1545838.07200331892818213)","1379",3459071.6112541,-1545609.30706091,3459471.6112541,-1546009.30706091,3459344.847,-1545838.072,160000,3.36455295467279
"189","Point (3459432.03310457058250904 -1545572.56930623715743423)","1378",3459071.6112541,-1545209.30706091,3459471.6112541,-1545609.30706091,3459432.033,-1545572.569,160000,3.8723100978629
"190","Point (3459001.0986026069149375 -1559331.92254411452449858)","1310",3458671.6112541,-1559209.30706091,3459071.6112541,-1559609.30706091,3459001.099,-1559331.923,160000,34.5143036740606
"191","Point (3458904.48239543475210667 -1558983.86294494802132249)","1309",3458671.6112541,-1558809.30706091,3459071.6112541,-1559209.30706091,3458904.482,-1558983.863,160000,28.5140080552055
"192","Point (3457671.61125410441309214 -1555409.30706091457977891)","991",3457471.6112541,-1555209.30706091,3457871.6112541,-1555609.30706091,3457671.611,-1555409.307,160000,9.64109065428692
"193","Point (3457671.61125410441309214 -1555009.30706091457977891)","990",3457471.6112541,-1554809.30706091,3457871.6112541,-1555209.30706091,3457671.611,-1555009.307,160000,9.48665180483085
"194","Point (3457671.61125410441309214 -1554609.30706091457977891)","989",3457471.6112541,-1554409.30706091,3457871.6112541,-1554809.30706091,3457671.611,-1554609.307,160000,9.49220966121943
"195","Point (3457671.61125410441309214 -1554209.30706091457977891)","988",3457471.6112541,-1554009.30706091,3457871.6112541,-1554409.30706091,3457671.611,-1554209.307,160000,9.53940816952608
"196","Point (3457671.61125410441309214 -1553809.30706091457977891)","987",3457471.6112541,-1553609.30706091,3457871.6112541,-1554009.30706091,3457671.611,-1553809.307,160000,9.50879568705528
"197","Point (3457671.61125410441309214 -1553409.30706091457977891)","986",3457471.6112541,-1553209.30706091,3457871.6112541,-1553609.30706091,3457671.611,-1553409.307,160000,9.29412857902642
"198","Point (3457671.61125410441309214 -1553009.30706091457977891)","985",3457471.6112541,-1552809.30706091,3457871.6112541,-1553209.30706091,3457671.611,-1553009.307,160000,8.81275681887964
"199","Point (3457671.61125410441309214 -1552609.30706091457977891)","984",3457471.6112541,-1552409.30706091,3457871.6112541,-1552809.30706091,3457671.611,-1552609.307,160000,8.03136890701597
"200","Point (3458071.61125410441309214 -1550209.30706091457977891)","1081",3457871.6112541,-1550009.30706091,3458271.6112541,-1550409.30706091,3458071.611,-1550209.307,160000,1.8464386047352
"201","Point (3458071.61125410441309214 -1549809.30706091457977891)","1080",3457871.6112541,-1549609.30706091,3458271.6112541,-1550009.30706091,3458071.611,-1549809.307,160000,1.41352072699956
"202","Point (3458071.61125410441309214 -1549409.30706091457977891)","1079",3457871.6112541,-1549209.30706091,3458271.6112541,-1549609.30706091,3458071.611,-1549409.307,160000,1.12720764803175
"203","Point (3458068.50338313169777393 -1549042.58737344946712255)","1078",3457871.6112541,-1548809.30706091,3458271.6112541,-1549209.30706091,3458068.503,-1549042.587,160000,0.967123653554378
"204","Point (3457828.13810806954279542 -1556903.536009929375723)","995",3457471.6112541,-1556809.30706091,3457871.6112541,-1557209.30706091,3457828.138,-1556903.536,160000,13.1111973100187
"205","Point (3457695.9612153023481369 -1556518.33698716433718801)","994",3457471.6112541,-1556409.30706091,3457871.6112541,-1556809.30706091,3457695.961,-1556518.337,160000,11.9165238303479
"206","Point (3457671.61125410441309214 -1556209.30706091457977891)","993",3457471.6112541,-1556009.30706091,3457871.6112541,-1556409.30706091,3457671.611,-1556209.307,160000,10.9482721875801
"207","Point (3457671.61125410441309214 -1555809.30706091457977891)","992",3457471.6112541,-1555609.30706091,3457871.6112541,-1556009.30706091,3457671.611,-1555809.307,160000,10.0757018688413
"208","Point (3457667.6857037553563714 -1549014.40278350049629807)","975",3457471.6112541,-1548809.30706091,3457871.6112541,-1549209.30706091,3457667.686,-1549014.403,160000,0.916114946327917
"209","Point (3457540.82592811435461044 -1548783.732806685147807)","974",3457471.6112541,-1548409.30706091,3457871.6112541,-1548809.30706091,3457540.826,-1548783.733,160000,0.834028602277241
"210","Point (3457232.38424162101000547 -1556529.71238857950083911)","891",3457071.6112541,-1556409.30706091,3457471.6112541,-1556809.30706091,3457232.384,-1556529.712,160000,14.9925547531344
"211","Point (3457271.61125410441309214 -1556209.30706091457977891)","890",3457071.6112541,-1556009.30706091,3457471.6112541,-1556409.30706091,3457271.611,-1556209.307,160000,13.1905477353953
"212","Point (3457271.61125410441309214 -1555809.30706091457977891)","889",3457071.6112541,-1555609.30706091,3457471.6112541,-1556009.30706091,3457271.611,-1555809.307,160000,11.9522731134724
"213","Point (3457271.61125410441309214 -1555409.30706091457977891)","888",3457071.6112541,-1555209.30706091,3457471.6112541,-1555609.30706091,3457271.611,-1555409.307,160000,11.2447803659845
"214","Point (3457271.61125410441309214 -1555009.30706091457977891)","887",3457071.6112541,-1554809.30706091,3457471.6112541,-1555209.30706091,3457271.611,-1555009.307,160000,10.9079913985904
"215","Point (3457271.61125410441309214 -1554609.30706091457977891)","886",3457071.6112541,-1554409.30706091,3457471.6112541,-1554809.30706091,3457271.611,-1554609.307,160000,10.7999928283778
"216","Point (3457671.61125410441309214 -1552209.30706091457977891)","983",3457471.6112541,-1552009.30706091,3457871.6112541,-1552409.30706091,3457671.611,-1552209.307,160000,6.98825602004779
"217","Point (3457671.61125410441309214 -1551809.30706091457977891)","982",3457471.6112541,-1551609.30706091,3457871.6112541,-1552009.30706091,3457671.611,-1551809.307,160000,5.79225014839619
"218","Point (3457671.61125410441309214 -1551409.30706091457977891)","981",3457471.6112541,-1551209.30706091,3457871.6112541,-1551609.30706091,3457671.611,-1551409.307,160000,4.58685063280532
"219","Point (3457671.61125410441309214 -1551009.30706091457977891)","980",3457471.6112541,-1550809.30706091,3457871.6112541,-1551209.30706091,3457671.611,-1551009.307,160000,3.49899354695783
"220","Point (3457671.61125410441309214 -1550609.30706091457977891)","979",3457471.6112541,-1550409.30706091,3457871.6112541,-1550809.30706091,3457671.611,-1550609.307,160000,2.60523735768023
"221","Point (3457671.61125410441309214 -1550209.30706091457977891)","978",3457471.6112541,-1550009.30706091,3457871.6112541,-1550409.30706091,3457671.611,-1550209.307,160000,1.92588044413079
"222","Point (3457671.61125410441309214 -1549809.30706091457977891)","977",3457471.6112541,-1549609.30706091,3457871.6112541,-1550009.30706091,3457671.611,-1549809.307,160000,1.44154744066275
"223","Point (3457671.61125410441309214 -1549409.30706091457977891)","976",3457471.6112541,-1549209.30706091,3457871.6112541,-1549609.30706091,3457671.611,-1549409.307,160000,1.11627375261384
"224","Point (3458471.61125410441309214 -1550209.30706091457977891)","1184",3458271.6112541,-1550009.30706091,3458671.6112541,-1550409.30706091,3458471.611,-1550209.307,160000,1.85354778311643
"225","Point (3458471.61125410441309214 -1549809.30706091457977891)","1183",3458271.6112541,-1549609.30706091,3458671.6112541,-1550009.30706091,3458471.611,-1549809.307,160000,1.45549081644901
"226","Point (3458471.61125410441309214 -1549409.30706091457977891)","1182",3458271.6112541,-1549209.30706091,3458671.6112541,-1549609.30706091,3458471.611,-1549409.307,160000,1.19376308846402
"227","Point (3458473.63770931726321578 -1549046.22297303983941674)","1181",3458271.6112541,-1548809.30706091,3458671.6112541,-1549209.30706091,3458473.638,-1549046.223,160000,1.05572300592812
"228","Point (3458213.05309360241517425 -1558482.09252056339755654)","1102",3457871.6112541,-1558409.30706091,3458271.6112541,-1558809.30706091,3458213.053,-1558482.093,160000,27.4894622165317
"229","Point (3458176.35860545700415969 -1558226.34496755944564939)","1101",3457871.6112541,-1558009.30706091,3458271.6112541,-1558409.30706091,3458176.359,-1558226.345,160000,23.6114136726472
"230","Point (3458243.75885117193683982 -1557914.00887908739969134)","1100",3457871.6112541,-1557609.30706091,3458271.6112541,-1558009.30706091,3458243.759,-1557914.009,160000,18.8579355705839
"231","Point (3458071.94473497243598104 -1556901.94332910422235727)","1098",3457871.6112541,-1556809.30706091,3458271.6112541,-1557209.30706091,3458071.945,-1556901.943,160000,11.8543922256862
"232","Point (3458471.61125410441309214 -1553409.30706091457977891)","1192",3458271.6112541,-1553209.30706091,3458671.6112541,-1553609.30706091,3458471.611,-1553409.307,160000,8.0682003260973
"233","Point (3458471.61125410441309214 -1553009.30706091457977891)","1191",3458271.6112541,-1552809.30706091,3458671.6112541,-1553209.30706091,3458471.611,-1553009.307,160000,7.59407712721709
"234","Point (3458471.61125410441309214 -1552609.30706091457977891)","1190",3458271.6112541,-1552409.30706091,3458671.6112541,-1552809.30706091,3458471.611,-1552609.307,160000,6.88086314900885
"235","Point (3458471.61125410441309214 -1552209.30706091457977891)","1189",3458271.6112541,-1552009.30706091,3458671.6112541,-1552409.30706091,3458471.611,-1552209.307,160000,5.98279001594009
