Transect.Label;Sample.Label;x;y
61;61-13;3459589,946;-1556454,892
61;61-14;3459250,188;-1556346,276
61;61-15;3458962,273;-1556398,813
61;61-16;3458616,764;-1556565,451
61;61-17;3458258,356;-1556599,515
61;61-18;3457946,827;-1556414,622
61;61-19;3457696,169;-1556144,098
61;61-20;3457515,184;-1555806,942
61;61-21;3457337,202;-1555130,595
61;61-22;3457331,033;-1555504,307
61;61-23;3457289,079;-1554759,922
61;61-24;3456944,263;-1554597,140
61;61-25;3456944,727;-1554222,665
61;61-26;3457104,920;-1553894,223
61;61-27;3456874,349;-1553710,502
62;62-1;3485413,261;-1541226,720
62;62-2;3485440,264;-1541608,370
62;62-3;3485327,875;-1541986,730
62;62-4;3485189,016;-1542350,270
62;62-5;3484996,807;-1542675,000
62;62-6;3484790,001;-1543009,350
62;62-7;3484472,095;-1543224,610
62;62-8;3484143,318;-1543413,100
62;62-9;3484091,431;-1543758,130
62;62-10;3483949,089;-1544126,960
62;62-11;3483784,498;-1544483,690
62;62-12;3483668,958;-1544862,590
62;62-13;3483477,728;-1545205,920
62;62-14;3483249,170;-1545508,810
62;62-15;3482973,246;-1545787,200
62;62-16;3482801,341;-1546129,900
62;62-17;3482511,917;-1546373,660
62;62-18;3482125,858;-1546462,290
62;62-19;3481757,770;-1546375,530
62;62-20;3481414,740;-1546173,510
62;62-21;3481067,588;-1545976,750
62;62-22;3480724,454;-1545772,960
62;62-23;3480379,117;-1545572,530
62;62-24;3480033,421;-1545372,390
62;62-25;3479691,533;-1545167,540
62;62-26;3479346,266;-1544967,580
62;62-27;3479000,640;-1544767,880
62;62-28;3478657,500;-1544566,130
62;62-29;3478314,646;-1544364,850
62;62-30;3477980,653;-1544176,550
62;62-31;3477635,045;-1543976,550
62;62-32;3477336,730;-1543942,170
62;62-33;3477180,381;-1544303,650
62;62-34;3477033,821;-1544664,390
62;62-35;3476848,245;-1545000,900
62;62-36;3476716,892;-1545367,560
62;62-37;3476556,544;-1545715,430
62;62-38;3476255,708;-1545958,240
62;62-39;3475926,737;-1546075,700
62;62-40;3475556,331;-1546169,840
62;62-41;3475210,313;-1546266,470
62;62-42;3474873,127;-1546307,880
62;62-43;3474535,870;-1546461,750
62;62-44;3474175,210;-1546486,910
62;62-45;3473800,223;-1546486,250
62;62-46;3473577,705;-1546241,540
62;62-47;3473285,165;-1545999,840
62;62-48;3472986,619;-1545834,400
62;62-49;3472689,676;-1545621,910
62;62-50;3472378,511;-1545555,690
62;62-51;3472022,198;-1545553,360
62;62-52;3471672,381;-1545663,320
62;62-53;3471311,901;-1545703,370
62;62-54;3471089,469;-1545943,860
62;62-55;3470781,301;-1546173,060
62;62-56;3470405,950;-1546276,670
62;62-57;3470085,617;-1546409,000
62;62-58;3469751,453;-1546515,570
62;62-59;3469445,113;-1546714,590
62;62-60;3469073,360;-1546696,830
62;62-61;3468728,566;-1546711,740
62;62-62;3468623,778;-1547062,310
62;62-63;3468283,332;-1546882,670
62;62-64;3468233,399;-1546632,440
63;63-1;3490789,290;-1539355,766
63;63-2;3490767,549;-1539018,762
63;63-3;3490588,304;-1538681,401
63;63-4;3490375,016;-1538386,087
63;63-5;3490264,774;-1538015,098
63;63-6;3490111,118;-1537654,045
63;63-7;3489902,386;-1537334,860
64;64-1;3490750,840;-1539622,880
64;64-2;3490846,004;-1539862,730
64;64-3;3491026,587;-1540185,720
64;64-4;3490933,594;-1540568,490
64;64-5;3490993,662;-1540963,290
64;64-6;3490883,821;-1541287,690
64;64-7;3490636,967;-1541565,780
64;64-8;3490315,119;-1541679,020
64;64-9;3490398,922;-1542004,020
64;64-10;3490541,836;-1542339,170
64;64-11;3490788,692;-1542240,620
64;64-12;3491003,605;-1542270,080
64;64-13;3491266,939;-1542531,750
64;64-14;3491490,884;-1542828,410
64;64-15;3491847,251;-1542953,680
64;64-16;3492107,937;-1542987,410
64;64-17;3492261,267;-1542762,060
64;64-18;3492574,602;-1542645,340
64;64-19;3492888,911;-1542444,590
64;64-20;3493249,050;-1542377,380
64;64-21;3493503,574;-1542400,340
64;64-22;3493841,439;-1542501,820
64;64-23;3494061,238;-1542530,112
65;65-1;3498827,183;-1540970,390
65;65-2;3498541,287;-1540814,050
65;65-3;3498273,307;-1540553,020
65;65-4;3497979,736;-1540350,110
65;65-5;3497811,686;-1540010,470
65;65-6;3497506,555;-1539820,820
65;65-7;3497310,720;-1539598,090
65;65-8;3497098,395;-1539347,630
65;65-9;3497063,800;-1539008,310
65;65-10;3496802,151;-1538766,150
65;65-11;3496591,804;-1538494,710
65;65-12;3496457,239;-1538139,830
65;65-13;3496384,032;-1537776,220
65;65-14;3496327,775;-1537420,510
65;65-15;3496232,621;-1537148,660
65;65-16;3496096,854;-1536816,030
66;66-1;3491961,194;-1538603,170
66;66-2;3492228,280;-1538307,670
66;66-3;3492543,710;-1538064,390
66;66-4;3492855,876;-1537824,500
66;66-5;3493240,242;-1537796,810
66;66-6;3493624,270;-1537734,620
66;66-7;3494000,889;-1537611,820
66;66-8;3494380,705;-1537562,490
66;66-9;3494758,222;-1537450,640
66;66-10;3495118,252;-1537280,310
66;66-11;3495436,767;-1537080,440
66;66-12;3495609,754;-1536723,700
66;66-13;3495790,460;-1536385,030
66;66-14;3496097,235;-1536554,600
66;66-15;3496423,537;-1536781,200
66;66-16;3496774,084;-1536966,010
66;66-17;3497155,666;-1537078,890
66;66-18;3497538,653;-1537149,140
66;66-19;3497910,193;-1537157,720
66;66-20;3498244,385;-1536955,810
66;66-21;3498565,758;-1536730,470
66;66-22;3498921,529;-1536622,980
66;66-23;3499312,535;-1536586,050
66;66-24;3499636,650;-1536380,600
66;66-25;3499968,179;-1536170,470
66;66-26;3500331,152;-1536007,510
66;66-27;3500653,610;-1535792,080
66;66-28;3500984,656;-1535599,750
66;66-29;3501267,062;-1535319,850
66;66-30;3501514,381;-1535011,020
66;66-31;3501829,798;-1534766,650
66;66-32;3502202,933;-1534640,680
66;66-33;3502581,471;-1534541,810
66;66-34;3502966,064;-1534503,820
66;66-35;3503356,548;-1534446,720
66;66-36;3503752,498;-1534491,130
66;66-37;3504139,742;-1534581,460
66;66-38;3504514,572;-1534559,300
66;66-39;3504869,404;-1534416,490
66;66-40;3505210,100;-1534387,020
66;66-41;3505547,252;-1534592,400
66;66-42;3505932,858;-1534631,130
66;66-43;3506137,504;-1534968,140
66;66-44;3506283,074;-1535200,832
67;67-1;3513494,388;-1531143,730
67;67-2;3513290,414;-1531404,934
67;67-3;3513139,163;-1531769,991
67;67-4;3512848,862;-1532031,674
67;67-5;3512585,609;-1532307,824
67;67-6;3512260,709;-1532510,726
67;67-7;3511893,973;-1532637,404
67;67-8;3511556,270;-1532571,516
67;67-9;3511364,802;-1532403,941
67;67-10;3511289,726;-1532096,430
67;67-11;3511504,446;-1531851,696
67;67-12;3511758,053;-1531583,024
67;67-13;3512226,986;-1531280,944
67;67-14;3512615,567;-1531231,534
67;67-15;3512922,925;-1531005,612
67;67-16;3513080,056;-1530672,414
67;67-17;3513398,067;-1530670,310
67;67-18;3513564,965;-1530919,178
68;68-1;3505229,810;-1536261,230
68;68-2;3504889,381;-1536420,830
68;68-3;3504600,803;-1536659,950
68;68-4;3504316,310;-1536916,260
68;68-5;3503934,613;-1536864,000
68;68-6;3503561,889;-1536979,520
68;68-7;3503268,346;-1537247,520
68;68-8;3502934,392;-1537437,200
68;68-9;3502641,934;-1537709,420
68;68-10;3502450,804;-1538049,460
68;68-11;3502216,719;-1538338,750
68;68-12;3501880,433;-1538537,720
68;68-13;3501574,527;-1538794,690
68;68-14;3501224,961;-1538979,970
68;68-15;3500910,567;-1539216,910
68;68-16;3500666,013;-1539525,410
68;68-17;3500358,466;-1539825,286
68;68-18;3500044,662;-1540068,322
68;68-19;3499750,973;-1540317,509
68;68-20;3499539,901;-1540645,913
68;68-21;3499325,250;-1540961,063
68;68-22;3498949,125;-1541082,497
68;68-23;3498681,889;-1541367,312
68;68-24;3498417,365;-1541661,927
68;68-25;3498083,373;-1541859,462
68;68-26;3497943,074;-1542211,863
69;69-1;3490789,290;-1539355,766
69;69-2;3490767,549;-1539018,762
69;69-3;3490588,304;-1538681,401
69;69-4;3490375,016;-1538386,087
69;69-5;3490264,774;-1538015,098
69;69-6;3490111,118;-1537654,045
69;69-7;3489902,386;-1537334,860
70;70-1;3469352,331;-1548578,380
70;70-2;3468974,880;-1548770,737
70;70-3;3468672,412;-1548856,091
70;70-4;3468366,511;-1549033,406
70;70-5;3468055,541;-1549158,470
70;70-6;3467728,352;-1549085,273
70;70-7;3467417,001;-1549233,454
70;70-8;3467203,565;-1549273,893
70;70-9;3466948,717;-1549474,949
70;70-10;3466662,975;-1549613,679
70;70-11;3466467,670;-1549805,017
70;70-12;3466230,049;-1550031,752
70;70-13;3465878,694;-1550112,123
70;70-14;3465561,793;-1550051,312
70;70-15;3465253,302;-1549977,601
70;70-16;3464950,327;-1549837,435
70;70-17;3464703,824;-1549928,147
70;70-18;3464455,159;-1550193,692
71;71-1;3474901,990;-1546405,292
71;71-2;3474710,332;-1546746,791
71;71-3;3474478,525;-1547048,574
71;71-4;3474192,414;-1547280,805
71;71-5;3474003,413;-1547607,287
71;71-6;3473845,944;-1547909,704
71;71-7;3473721,589;-1548227,926
71;71-8;3473571,996;-1548526,181
71;71-9;3473244,355;-1548663,284
71;71-10;3473158,933;-1548970,281
71;71-11;3473372,769;-1549283,644
71;71-12;3473504,941;-1549578,557
71;71-13;3473698,964;-1549836,318
71;71-14;3473865,889;-1550088,975
71;71-15;3474232,347;-1550208,458
71;71-16;3474461,948;-1550521,953
71;71-17;3474263,624;-1550611,392
71;71-18;3473970,578;-1550534,440
71;71-19;3473706,926;-1550803,149
71;71-20;3473401,159;-1550846,450
71;71-21;3473133,595;-1550716,517
71;71-22;3472782,498;-1550548,359
71;71-23;3472393,461;-1550472,293
71;71-24;3472007,391;-1550401,098
71;71-25;3471632,109;-1550301,286
71;71-26;3471277,502;-1550194,852
71;71-27;3470889,848;-1550187,214
71;71-28;3470547,167;-1550044,878
71;71-29;3470209,260;-1549851,965
71;71-30;3470030,686;-1549513,691
71;71-31;3469815,924;-1549186,629
71;71-32;3469730,528;-1548836,479
